sampleSize,timing,keycomp
4906000,3301564771,107682983
4911000,3433385831,107784802
4916000,3390582566,107896490
4921000,3363486801,108014039
4926000,3355099097,108127725
4931000,3382864978,108241418
4936000,3404195640,108353588
4941000,3359540641,108468706
4946000,3439863532,108583717
4951000,3354255952,108694136
4956000,3383295466,108802882
4961000,3418959065,108919070
4966000,3398244581,109036737
4971000,3448234132,109146541
4976000,3447094168,109257888
4981000,3481973935,109367400
4986000,3502023343,109476101
4991000,3381133400,109598611
4996000,3437284674,109709085
5001000,3549553649,109818387
5006000,3675029368,109930849
5011000,3512795945,110049613
5016000,3538894715,110159739
5021000,3497748861,110275844
5026000,3537725386,110388334
5031000,3596451866,110499962
5036000,3564326200,110613301
5041000,3466457934,110725411
5046000,4304752441,110840464
5051000,5043812059,110953296
5056000,5171461051,111064258
5061000,4309612720,111174507
5066000,4648520894,111288806
5071000,4444303280,111402711
5076000,4040891316,111514103
5081000,4208291951,111628859
5086000,4497412993,111743529
5091000,4273116287,111851962
5096000,4240853887,111964126
5101000,4323087933,112079958
5106000,4453371836,112193426
5111000,4448726071,112306198
5116000,4299182251,112418390
5121000,4265647964,112535525
5126000,4408304981,112644569
5131000,4426016781,112754339
5136000,4392027473,112869188
5141000,4274665946,112984516
5146000,4292704488,113099968
5151000,4352325775,113211247
5156000,4532991197,113320503
5161000,4491594717,113435678
5166000,4659142998,113551655
5171000,4656697683,113663044
5176000,4326308438,113773645
5181000,4508770893,113887799
5186000,4549149057,114002087
5191000,4673564940,114110922
5196000,4710832672,114228442
5201000,4588066835,114339001
5206000,4543808876,114452118
5211000,4462846325,114564892
5216000,4602430456,114680697
5221000,4531223092,114791462
5226000,5032658150,114903136
5231000,4625296849,115015903
5236000,4703189691,115130204
5241000,4762215851,115244230
5246000,4589845223,115357682
5251000,4590442942,115476457
5256000,4616565653,115592713
5261000,4638185905,115707636
5266000,4639647990,115822209
5271000,4525936145,115940593
5276000,4865352326,116058054
5281000,4831064423,116174235
5286000,4579628279,116289793
5291000,4742357473,116404001
5296000,4944157185,116521158
5301000,4646747409,116638011
5306000,4599344421,116752968
5311000,4564243295,116871463
5316000,4573960064,116987594
5321000,4592633664,117106645
5326000,4751617894,117219124
5331000,4604552070,117335530
5336000,4595352949,117456983
5341000,4567820540,117570274
5346000,4332666542,117684744
5351000,4635162119,117799192
5356000,4847902525,117915296
5361000,4808414277,118032568
5366000,4814450880,118150160
5371000,4508670891,118267478
5376000,4625246575,118381487
5381000,4652776364,118499391
5386000,4672765545,118616518
5391000,4643344094,118732849
5396000,4666701383,118851585
5401000,4659910689,118964805
5406000,4725804170,119080788
5411000,4744641615,119196345
5416000,4623785407,119312530
5421000,4790935211,119430153
5426000,4885939042,119546752
5431000,4970699108,119657711
5436000,4801290186,119784028
5441000,4679507987,119893093
5446000,4892736448,120013547
5451000,4764424545,120130621
5456000,4702093366,120247506
5461000,5128175181,120361879
5466000,4809662498,120475017
5471000,4771687693,120593480
5476000,4800680542,120706810
5481000,4702075588,120826438
5486000,4736923577,120942915
5491000,4448096346,121059447
5496000,4653711406,121178230
5501000,6865639307,121291654
5506000,6535344562,121408305
5511000,4711090911,121522103
5516000,4801042120,121642786
5521000,4738872096,121757855
5526000,4806245358,121879460
5531000,4828516739,121987637
5536000,4762372002,122107107
5541000,5003826193,122225723
5546000,4761028449,122342629
5551000,4654160389,122458184
