sampleSize,hybridSort,keycomp
4312,11684814,587577
4313,11635112,587849
4314,11398724,588120
4315,10009966,588391
4316,11446544,588661
4317,11241624,588932
4318,11001164,589202
4319,11995553,589472
4320,11987963,589741
4321,11795376,590015
4322,11581401,590288
4323,10580946,590561
4324,10823619,590833
4325,10345326,591106
4326,11883614,591378
4327,10895115,591650
4328,11003237,591921
4329,11045158,592194
4330,11300687,592466
4331,11423350,592738
4332,10595537,593009
4333,12263845,593281
4334,13922837,593552
4335,10497389,593823
4336,12622414,594093
4337,10754460,594368
4338,10864240,594642
4339,11598337,594916
4340,10053132,595189
4341,10378207,595463
4342,11619637,595736
4343,12593643,596009
4344,17160451,596281
4345,15795933,596555
4346,16268713,596828
4347,11443743,597101
4348,10388849,597373
4349,9064600,597646
4350,9021848,597918
4351,9159771,598190
4352,11468683,598461
4353,11226856,598737
4354,11205723,599012
4355,11754781,599287
4356,11552920,599561
4357,11445524,599836
4358,11427936,600110
4359,11271706,600384
4360,11638338,600657
4361,9899833,600932
4362,12430269,601206
4363,11830649,601480
4364,12088413,601753
4365,12054896,602027
4366,9736017,602300
4367,10432564,602573
4368,12136265,602845
4369,11193277,603122
4370,11498304,603398
4371,11508578,603674
4372,11696556,603949
4373,11726287,604225
4374,11353875,604500
4375,11243932,604775
4376,11344572,605049
4377,11492823,605325
4378,11533035,605600
4379,11469623,605875
4380,11330453,606149
4381,14016368,606424
4382,11333487,606698
4383,11729447,606972
4384,11811463,607245
4385,12086379,607523
4386,11603829,607800
4387,11582246,608077
4388,14026150,608353
4389,21492147,608630
4390,11751554,608906
4391,11868297,609182
4392,12194884,609457
4393,20553139,609734
4394,20307535,610010
4395,12639213,610286
4396,12126694,610561
4397,11893223,610837
4398,12118752,611112
4399,12182164,611387
4400,12104826,611661
4401,12214958,611940
4402,11866706,612218
4403,12216905,612496
4404,11972159,612773
4405,11729230,613051
4406,11608155,613328
4407,11767710,613605
4408,11616386,613881
4409,10742441,614159
4410,10664890,614436
4411,11190014,614713
4412,11610854,614989
4413,12607692,615266
4414,11968823,615542
4415,11762804,615818
4416,11545929,616093
4417,11413974,616373
4418,10327502,616652
4419,11347577,616931
4420,12046644,617209
4421,12655722,617488
4422,11737081,617766
4423,11169003,618044
4424,11998543,618321
4425,12876049,618600
4426,22748806,618878
4427,13098444,619156
4428,12525887,619433
4429,12149106,619711
4430,14470023,619988
4431,10688918,620265
4432,10012699,620541
4433,11551146,620822
4434,11817607,621102
4435,13729898,621382
4436,21653261,621661
4437,14843974,621941
4438,12663875,622220
4439,11091306,622499
4440,10512587,622777
4441,11952065,623057
4442,10378208,623336
4443,9703232,623615
4444,11235527,623893
4445,11687957,624172
4446,11594292,624450
4447,12281967,624728
4448,11666153,625005
4449,12652147,625287
4450,11777040,625568
4451,19618242,625849
4452,11629227,626129
4453,9938181,626410
4454,11496301,626690
4455,11561474,626970
4456,11000982,627249
4457,11502064,627530
4458,11670196,627810
4459,11531340,628090
4460,11262456,628369
4461,11780757,628649
4462,11281214,628928
4463,11607125,629207
4464,12050649,629485
4465,11462917,629768
4466,11161648,630050
4467,11683068,630332
4468,11870692,630613
4469,11216762,630895
4470,11345789,631176
4471,11672169,631457
4472,14083178,631737
4473,11883614,632019
4474,9647189,632300
4475,16471725,632581
4476,14195152,632861
4477,10574512,633142
4478,11951160,633422
4479,12067648,633702
4480,12015169,633981
4481,11846703,634265
4482,11829203,634548
4483,11840155,634831
4484,11885423,635113
4485,9652116,635396
4486,9445423,635678
4487,11361365,635960
4488,12293559,636241
4489,11998386,636524
4490,20075313,636806
4491,12553021,637088
4492,12131736,637369
4493,11705108,637651
4494,12908961,637932
4495,12754858,638213
4496,11415850,638493
4497,11336519,638778
4498,13527426,639062
4499,12127649,639346
4500,12389540,639629
4501,14636022,639913
4502,14092287,640196
4503,14501940,640479
4504,14003854,640761
4505,13326738,641045
4506,11162410,641328
4507,11283993,641611
4508,11598244,641893
4509,19325488,642176
4510,18425180,642458
4511,15368355,642740
4512,12956190,643021
4513,12336506,643307
4514,11875107,643592
4515,13641891,643877
4516,14538065,644161
4517,12227479,644446
4518,13918508,644730
4519,14872190,645014
4520,13822905,645297
4521,14619502,645582
4522,14974411,645866
4523,12196294,646150
4524,14217235,646433
4525,13502423,646717
4526,13170630,647000
4527,13425570,647283
4528,13217039,647565
4529,13763168,647852
4530,13637702,648138
4531,14040642,648424
4532,12234105,648709
4533,13392962,648995
4534,19787523,649280
4535,12990394,649565
4536,12960972,649849
4537,12998264,650135
4538,13634363,650420
4539,12782150,650705
4540,12472677,650989
4541,12365493,651274
4542,10418178,651558
4543,10742752,651842
4544,12968996,652125
4545,14447145,652413
4546,12317951,652700
4547,10200780,652987
4548,9748320,653273
4549,11034415,653560
4550,17926530,653846
4551,12159449,654132
4552,12405663,654417
4553,12219505,654704
4554,10482567,654990
4555,10851788,655276
4556,11672873,655561
4557,11357920,655847
4558,12084784,656132
4559,11988586,656417
4560,11917940,656701
4561,12318755,656990
4562,12986175,657278
4563,13678321,657566
4564,12998641,657853
4565,13210064,658141
4566,13534683,658428
4567,13113122,658715
4568,13194767,659001
4569,13259323,659289
4570,13183738,659576
4571,14824805,659863
4572,13469914,660149
4573,13135474,660436
4574,13756560,660722
4575,12356411,661008
4576,13228742,661293
4577,16146299,661583
4578,12654547,661872
4579,13680425,662161
4580,10141757,662449
4581,12412575,662738
4582,13284093,663026
4583,13484897,663314
4584,19259204,663601
4585,22984551,663890
4586,13576990,664178
4587,12482910,664466
4588,13657761,664753
4589,13518585,665041
4590,14652111,665328
4591,12372630,665615
4592,11600231,665901
4593,13082650,666192
4594,14673443,666482
4595,14172990,666772
4596,13332554,667061
4597,12756912,667351
4598,13579639,667640
4599,18686183,667929
4600,16270730,668217
4601,13662245,668507
4602,13469438,668796
4603,13416640,669085
4604,13129945,669373
4605,13278272,669662
4606,12787801,669950
4607,12788037,670238
4608,13380536,670525
4609,12688726,670817
4610,13075688,671108
4611,11639244,671399
4612,13141715,671689
4613,15531780,671980
4614,18988471,672270
4615,13213192,672560
4616,14578625,672849
4617,13015167,673140
4618,13035995,673430
4619,12608461,673720
4620,11980017,674009
4621,12660497,674299
4622,12882759,674588
4623,13840081,674877
4624,11847439,675165
4625,12756186,675458
4626,12531738,675750
4627,12428176,676042
4628,11413875,676333
4629,11456725,676625
4630,12664075,676916
4631,13353022,677207
4632,20953326,677497
4633,12874610,677789
4634,13279109,678080
4635,13002483,678371
4636,13157995,678661
4637,12818704,678952
4638,13694849,679242
4639,12301461,679532
4640,12957797,679821
4641,13809163,680115
4642,15168076,680408
4643,12535428,680701
4644,13067744,680993
4645,12993735,681286
4646,12972066,681578
4647,12937607,681870
4648,12251118,682161
4649,12874503,682454
4650,12903291,682746
4651,13079236,683038
4652,13321011,683329
4653,13497645,683621
4654,13553021,683912
4655,12919562,684203
4656,12711996,684493
4657,14014971,684788
4658,14066137,685082
4659,13285368,685376
4660,18042322,685669
4661,15476622,685963
4662,13780940,686256
4663,13724171,686549
4664,14056467,686841
4665,14097769,687135
4666,14430941,687428
4667,14015145,687721
4668,14223692,688013
4669,14166290,688306
4670,13763590,688598
4671,14044903,688890
4672,14084678,689181
4673,13947976,689477
4674,14110271,689772
4675,13857570,690067
4676,13490918,690361
4677,14148644,690656
4678,13215999,690950
4679,14427234,691244
4680,13234792,691537
4681,14404057,691832
4682,13284022,692126
4683,14204027,692420
4684,13250828,692713
4685,15025056,693007
4686,11963683,693300
4687,14989140,693593
4688,14668945,693885
4689,14168996,694182
4690,13796091,694478
4691,14041216,694774
4692,13454428,695069
4693,13962574,695365
4694,13962693,695660
4695,14354100,695955
4696,14658521,696249
4697,14051313,696545
4698,13562229,696840
4699,12254877,697135
4700,12796709,697429
4701,13495908,697724
4702,16845752,698018
4703,13396143,698312
4704,13351052,698605
4705,12967522,698903
4706,13519574,699200
4707,13186805,699497
4708,13836294,699793
4709,14281894,700090
4710,13512380,700386
4711,13792688,700682
4712,13765968,700977
4713,12874486,701274
4714,13763151,701570
4715,12377945,701866
4716,12757559,702161
4717,12655589,702457
4718,13570198,702752
4719,12969637,703047
4720,12982675,703341
4721,13189945,703640
4722,13625036,703938
4723,13199813,704236
4724,12702876,704533
4725,12129875,704831
4726,12691380,705128
4727,10924312,705425
4728,13232284,705721
4729,14128311,706019
4730,13837420,706316
4731,13461903,706613
4732,14099593,706909
4733,14097910,707206
4734,13275621,707502
4735,15171927,707798
4736,23094615,708093
4737,19943995,708393
4738,13535002,708692
4739,13883507,708991
4740,13478477,709289
4741,13324088,709588
4742,13781952,709886
4743,14094998,710184
4744,13926913,710481
4745,13501433,710780
4746,13265338,711078
4747,14778735,711376
4748,13867033,711673
4749,12979387,711971
4750,12781012,712268
4751,12290786,712565
4752,13000085,712861
4753,14104878,713162
4754,14159117,713462
4755,13971463,713762
4756,13458365,714061
4757,12862844,714361
4758,13276757,714660
4759,14927080,714959
4760,13776532,715257
4761,13363173,715557
4762,13501511,715856
4763,13646752,716155
4764,13654350,716453
4765,13736988,716752
4766,13581937,717050
4767,13633718,717348
4768,13284267,717645
4769,15974322,717947
4770,13484204,718248
4771,13596075,718549
4772,13456438,718849
4773,12984238,719150
4774,13472442,719450
4775,13575276,719750
4776,14622188,720049
4777,13502048,720350
4778,13265456,720650
4779,12494456,720950
4780,14175341,721249
4781,14154104,721549
4782,13898147,721848
4783,14613641,722147
4784,13769166,722445
4785,14628910,722748
4786,13298466,723050
4787,14284754,723352
4788,14548743,723653
4789,13962323,723955
4790,14486314,724256
4791,14474881,724557
4792,13990075,724857
4793,15548951,725159
4794,16029086,725460
4795,15289760,725761
4796,22456483,726061
4797,15631033,726362
4798,15278649,726662
4799,16642231,726962
4800,25028272,727261
4801,21772622,727565
4802,21308178,727868
4803,15715988,728171
4804,24554695,728473
4805,15987419,728776
4806,16209339,729078
4807,15379861,729380
4808,17580561,729681
4809,14468973,729984
4810,13636140,730286
4811,14192930,730588
4812,15925891,730889
4813,15364884,731191
4814,17379720,731492
4815,20469073,731793
4816,17900685,732093
4817,16247847,732398
4818,16710810,732702
4819,16904537,733006
4820,16499970,733309
4821,14949901,733613
4822,15468759,733916
4823,14001774,734219
4824,18800547,734521
4825,16021986,734825
4826,19077629,735128
4827,16770387,735431
4828,16687415,735733
4829,16316949,736036
4830,15080483,736338
4831,17472510,736640
4832,17121439,736941
4833,22735104,737247
4834,18635586,737552
4835,16062981,737857
4836,16964751,738161
4837,23802223,738466
4838,17324213,738770
4839,16924849,739074
4840,17009861,739377
4841,15846927,739682
4842,15899295,739986
4843,14249830,740290
4844,16533819,740593
4845,16316273,740897
4846,16023349,741200
4847,15963073,741503
4848,12289122,741805
4849,16848640,742112
4850,15301598,742418
4851,16114454,742724
4852,15185195,743029
4853,15989939,743335
4854,15853821,743640
4855,15485340,743945
4856,15201892,744249
4857,14752201,744555
4858,14910594,744860
4859,15052706,745165
4860,14032979,745469
4861,15977056,745774
4862,15687581,746078
4863,17930070,746382
4864,18696646,746685
4865,15551938,746993
4866,14984890,747300
4867,16404960,747607
4868,22344455,747913
4869,17485145,748220
4870,16076326,748526
4871,16845171,748832
4872,16240195,749137
4873,15665080,749444
4874,16152632,749750
4875,16274478,750056
4876,17393298,750361
4877,21837646,750667
4878,15417650,750972
4879,14054840,751277
4880,16230435,751581
4881,14939111,728638
4882,14487622,705694
4883,12138493,682750
4884,11786574,659805
4885,13578473,636861
4886,12424581,613916
4887,10849396,590971
4888,10123217,568025
4889,11130769,545081
4890,10516166,522136
4891,9517135,499191
4892,13037471,476245
4893,14222172,453300
4894,9013410,430354
4895,8650642,407408
4896,8098944,384461
4897,9256133,384619
4898,7905362,384776
4899,7784217,384933
4900,7751282,385089
4901,7720856,385246
4902,8222813,385402
4903,9973545,385558
4904,7333944,385713
4905,9255396,385870
4906,8710143,386026
4907,9076423,386182
4908,9010759,386337
4909,7628485,386493
4910,7816917,386648
4911,10675456,386803
4912,9348302,386957
4913,12514970,387114
4914,12158063,387270
4915,7136713,387426
4916,7288658,387581
4917,7202620,387737
4918,7296527,387892
4919,7472193,388047
4920,7573098,388201
4921,10165435,388357
4922,10262603,388512
4923,10582642,388667
4924,10466974,388821
4925,10973316,388976
4926,12011807,389130
4927,11141799,389284
4928,9328593,389437
4929,11932019,389596
4930,11829387,389754
4931,11545486,389912
4932,10682509,390069
4933,10575593,390227
4934,10552360,390384
4935,11924260,390541
4936,9460249,390697
4937,11503751,390855
4938,10479139,391012
4939,10581211,391169
4940,10639237,391325
4941,10446542,391482
4942,11664275,391638
4943,10645332,391794
4944,8396743,391949
4945,10816381,392107
4946,12371032,392264
4947,12154761,392421
4948,10909501,392577
4949,8120270,392734
4950,10012018,392890
4951,10694452,393046
4952,10759007,393201
4953,10446647,393358
4954,14369635,393514
4955,10257128,393670
4956,8562559,393825
4957,11338465,393981
4958,10196773,394136
4959,14097519,394291
4960,16137648,394445
4961,9368636,394605
4962,10719830,394764
4963,11189324,394923
4964,14279262,395081
4965,11039093,395240
4966,12834159,395398
4967,16569109,395556
4968,15414394,395713
4969,16936254,395872
4970,22624690,396030
4971,17984678,396188
4972,11833420,396345
4973,12458327,396503
4974,12575988,396660
4975,12239047,396817
4976,13939573,396973
4977,9665676,397132
4978,10815010,397290
4979,9771692,397448
4980,17502537,397605
4981,10336962,397763
4982,12608409,397920
4983,10046839,398077
4984,16022984,398233
4985,15272813,398391
4986,16199507,398548
4987,12346164,398705
4988,20864957,398861
4989,11727864,399018
4990,12917458,399174
4991,13661618,399330
4992,14745300,399485
4993,13149726,399646
4994,14183233,399806
4995,10821755,399966
4996,11397074,400125
4997,13762282,400285
4998,10955602,400444
4999,10671008,400603
