sampleSize,mergeSort,keycomp
4358,11247603,35660
4359,10757581,35672
4360,13430512,35683
4361,11225022,35696
4362,10486781,35708
4363,13811428,35720
4364,10825367,35731
4365,10293393,35743
4366,10287829,35754
4367,10301838,35765
4368,9879520,35775
4369,9837662,35788
4370,10213359,35800
4371,11542323,35812
4372,9657801,35823
4373,11385442,35835
4374,12133805,35846
4375,10255285,35857
4376,11135353,35867
4377,10831223,35879
4378,10426969,35890
4379,12635711,35901
4380,16997665,35911
4381,15424630,35922
4382,13921988,35932
4383,11995280,35942
4384,15332375,35951
4385,16811095,35964
4386,18471265,35976
4387,16247670,35988
4388,13573946,35999
4389,14889527,36011
4390,11774174,36022
4391,15383165,36033
4392,12831596,36043
4393,13179026,36055
4394,14842712,36066
4395,14968959,36077
4396,16780101,36087
4397,11360131,36098
4398,16907649,36108
4399,12606824,36118
4400,11138019,36127
4401,14045755,36139
4402,13275583,36150
4403,11155907,36161
4404,9718363,36171
4405,9138476,36182
4406,8763277,36192
4407,10182070,36202
4408,9337649,36211
4409,8294017,36222
4410,8746797,36232
4411,8525499,36242
4412,8609675,36251
4413,8731594,36261
4414,9067485,36270
4415,11174016,36279
4416,10392159,36287
4417,9863433,36300
4418,11101160,36312
4419,10726117,36324
4420,10321643,36335
4421,9768065,36347
4422,8508724,36358
4423,8518675,36369
4424,8434527,36379
4425,8600196,36391
4426,8768599,36402
4427,8910458,36413
4428,8546053,36423
4429,9672501,36434
4430,10205155,36444
4431,9708202,36454
4432,9491987,36463
4433,9313151,36475
4434,8181985,36486
4435,8182233,36497
4436,8140506,36507
4437,9302347,36518
4438,8236710,36528
4439,9336593,36538
4440,9170999,36547
4441,8538387,36558
4442,8654327,36568
4443,8451572,36578
4444,8793705,36587
4445,8469236,36597
4446,8408239,36606
4447,8426086,36615
4448,9098989,36623
4449,8974056,36635
4450,8601872,36646
4451,8656971,36657
4452,8837262,36667
4453,11266187,36678
4454,12400444,36688
4455,8966043,36698
4456,8526210,36707
4457,8645148,36718
4458,10048097,36728
4459,10279353,36738
4460,9974184,36747
4461,8875691,36757
4462,12741131,36766
4463,8567927,36775
4464,8486871,36783
4465,8079512,36794
4466,8555410,36804
4467,8871185,36814
4468,8236324,36823
4469,8559324,36833
4470,9556974,36842
4471,8986523,36851
4472,8876778,36859
4473,8664158,36869
4474,8065014,36878
4475,10542319,36887
4476,8598218,36895
4477,8326490,36904
4478,9136559,36912
4479,8356473,36920
4480,8219006,36927
4481,9414681,36940
4482,8807032,36952
4483,8686618,36964
4484,8316024,36975
4485,10255142,36987
4486,7645677,36998
4487,8150369,37009
4488,8119000,37019
4489,9751556,37031
4490,9877493,37042
4491,8221108,37053
4492,8345089,37063
4493,8751238,37074
4494,8346520,37084
4495,8289467,37094
4496,9129418,37103
4497,9859940,37115
4498,9191206,37126
4499,8360497,37137
4500,8595427,37147
4501,8736564,37158
4502,6627350,37168
4503,7052018,37178
4504,8096728,37187
4505,8395661,37198
4506,8343823,37208
4507,8200600,37218
4508,8227301,37227
4509,10353826,37237
4510,9399791,37246
4511,8267125,37255
4512,8195717,37263
4513,9330839,37275
4514,8273077,37286
4515,9007441,37297
4516,8632117,37307
4517,9229565,37318
4518,9277827,37328
4519,9431022,37338
4520,8030285,37347
4521,8074117,37358
4522,7963799,37368
4523,7637097,37378
4524,7740716,37387
4525,8135812,37397
4526,7693587,37406
4527,7838182,37415
4528,7950508,37423
4529,9974370,37434
4530,8447846,37444
4531,8459986,37454
4532,8738158,37463
4533,10558999,37473
4534,10303731,37482
4535,9514251,37491
4536,8165626,37499
4537,9008630,37509
4538,10161577,37518
4539,8720164,37527
4540,8389578,37535
4541,8979228,37544
4542,9747237,37552
4543,8369494,37560
4544,9841058,37567
4545,8339539,37579
4546,8324317,37590
4547,8297771,37601
4548,11661524,37611
4549,12094195,37622
4550,10088410,37632
4551,9327252,37642
4552,8305796,37651
4553,8162510,37662
4554,8749366,37672
4555,8242239,37682
4556,8271044,37691
4557,8172048,37701
4558,8490566,37710
4559,8614718,37719
4560,8269348,37727
4561,8692355,37738
4562,8600003,37748
4563,9448283,37758
4564,8147788,37767
4565,8751243,37777
4566,8864191,37786
4567,10925837,37795
4568,14247505,37803
4569,8821958,37813
4570,8437848,37822
4571,8360894,37831
4572,8250311,37839
4573,7664192,37848
4574,8542972,37856
4575,8913727,37864
4576,8533037,37871
4577,8454468,37882
4578,8514370,37892
4579,8457696,37902
4580,7908944,37911
4581,7681044,37921
4582,10313939,37930
4583,8401013,37939
4584,8822021,37947
4585,8522908,37957
4586,10458572,37966
4587,9583184,37975
4588,10027471,37983
4589,10021988,37992
4590,9817835,38000
4591,8365152,38008
4592,7903939,38015
4593,8369034,38025
4594,8108095,38034
4595,8537831,38043
4596,8239421,38051
4597,8556960,38060
4598,7790688,38068
4599,6657118,38076
4600,9673391,38083
4601,9156904,38092
4602,8861159,38100
4603,8052055,38108
4604,8806334,38115
4605,10132499,38123
4606,8208355,38130
4607,8015856,38137
4608,12993301,38143
4609,8957812,38157
4610,8215138,38170
4611,9737039,38183
4612,10253247,38195
4613,9578132,38208
4614,9567540,38220
4615,9628352,38232
4616,9755461,38243
4617,9257535,38256
4618,9692529,38268
4619,8822032,38280
4620,7908120,38291
4621,7938449,38303
4622,7960250,38314
4623,8316569,38325
4624,8315972,38335
4625,8257336,38348
4626,9367664,38360
4627,10316984,38372
4628,8570509,38383
4629,8399037,38395
4630,7198164,38406
4631,7010171,38417
4632,8221260,38427
4633,8246107,38439
4634,8704142,38450
4635,9074727,38461
4636,8368211,38471
4637,9599430,38482
4638,10643815,38492
4639,10640478,38502
4640,9346557,38511
4641,8448375,38524
4642,8830515,38536
4643,8374863,38548
4644,10325769,38559
4645,10665046,38571
4646,9761202,38582
4647,8127510,38593
4648,8113136,38603
4649,8441063,38615
4650,8088517,38626
4651,8187754,38637
4652,7948975,38647
4653,7904706,38658
4654,10328889,38668
4655,10328556,38678
4656,8793224,38687
4657,8764893,38699
4658,8222958,38710
4659,9067474,38721
4660,10502047,38731
4661,10257782,38742
4662,10505603,38752
4663,10442592,38762
4664,9737243,38771
4665,8309391,38782
4666,8417297,38792
4667,9351376,38802
4668,9668632,38811
4669,8811389,38821
4670,8487008,38830
4671,11222282,38839
4672,11017188,38847
4673,10948614,38860
4674,11356294,38872
4675,10544702,38884
4676,10050063,38895
4677,9275538,38907
4678,9854882,38918
4679,8878715,38929
4680,9034010,38939
4681,9261467,38951
4682,11533497,38962
4683,9530254,38973
4684,8898689,38983
4685,9032595,38994
4686,8962008,39004
4687,8633159,39014
4688,8672976,39023
4689,8713242,39035
4690,7487233,39046
4691,6995748,39057
4692,9953041,39067
4693,11914255,39078
4694,10169648,39088
4695,10372366,39098
4696,10121121,39107
4697,8661409,39118
4698,7716029,39128
4699,7140726,39138
4700,9291569,39147
4701,10614487,39157
4702,9265919,39166
4703,8858788,39175
4704,8487898,39183
4705,8447634,39195
4706,8368415,39206
4707,8428022,39217
4708,10114129,39227
4709,10432198,39238
4710,9267609,39248
4711,8618935,39258
4712,9748021,39267
4713,10603854,39278
4714,10788777,39288
4715,10783519,39298
4716,10246091,39307
4717,8503432,39317
4718,9845127,39326
4719,7807083,39335
4720,7986551,39343
4721,8159801,39354
4722,8190953,39364
4723,7929229,39374
4724,9301143,39383
4725,10012401,39393
4726,10333023,39402
4727,10014682,39411
4728,9461292,39419
4729,8075394,39429
4730,8684637,39438
4731,8509372,39447
4732,8059578,39455
4733,11039514,39464
4734,10153779,39472
4735,8880975,39480
4736,7955250,39487
4737,8260811,39500
4738,8014211,39512
4739,9178509,39524
4740,9836371,39535
4741,9755660,39547
4742,10001696,39558
4743,9883497,39569
4744,10414139,39579
4745,8402500,39591
4746,8239890,39602
4747,8872629,39613
4748,8517803,39623
4749,8202694,39634
4750,8163950,39644
4751,8599251,39654
4752,8250332,39663
4753,8365558,39675
4754,7756273,39686
4755,10017619,39697
4756,10708277,39707
4757,8695277,39718
4758,8368871,39728
4759,8138883,39738
4760,8144375,39747
4761,9270069,39758
4762,10259932,39768
4763,10177637,39778
4764,10141918,39787
4765,8404789,39797
4766,8243619,39806
4767,8102373,39815
4768,9434192,39823
4769,9962662,39835
4770,8581735,39846
4771,7875429,39857
4772,7490989,39867
4773,7833755,39878
4774,7626168,39888
4775,7703345,39898
4776,9619212,39907
4777,9921575,39918
4778,8119365,39928
4779,8642460,39938
4780,10496491,39947
4781,8265181,39957
4782,7820787,39966
4783,8976963,39975
4784,9149719,39983
4785,7973617,39994
4786,7996044,40004
4787,8021427,40014
4788,8603959,40023
4789,8316460,40033
4790,8431460,40042
4791,8898432,40051
4792,10953572,40059
4793,12094575,40069
4794,10185505,40078
4795,9040386,40087
4796,8645647,40095
4797,8220121,40104
4798,9503146,40112
4799,8445082,40120
4800,8657626,40127
4801,8489072,40139
4802,8526504,40150
4803,8367064,40161
4804,8378790,40171
4805,8147710,40182
4806,8429548,40192
4807,10010787,40202
4808,8456785,40211
4809,8461029,40222
4810,9126519,40232
4811,8539804,40242
4812,8635868,40251
4813,8395798,40261
4814,9539625,40270
4815,10443626,40279
4816,10428231,40287
4817,9050874,40298
4818,8009919,40308
4819,8343843,40318
4820,8150149,40327
4821,9796104,40337
4822,10085244,40346
4823,10120989,40355
4824,8693665,40363
4825,8126495,40373
4826,9106828,40382
4827,9970675,40391
4828,10255770,40399
4829,9171262,40408
4830,8325782,40416
4831,8471748,40424
4832,9144663,40431
4833,8712267,40442
4834,7685345,40452
4835,6547700,40462
4836,6565633,40471
4837,8552161,40481
4838,8281718,40490
4839,8182890,40499
4840,8200992,40507
4841,9286225,40517
4842,8317031,40526
4843,8103568,40535
4844,8159824,40543
4845,9231159,40552
4846,9945400,40560
4847,9291170,40568
4848,8846545,40575
4849,9111160,40585
4850,8274454,40594
4851,8358154,40603
4852,8547989,40611
4853,10299102,40620
4854,8399855,40628
4855,8314919,40636
4856,9492234,40643
4857,7988961,40652
4858,8270138,40660
4859,8244772,40668
4860,10747794,40675
4861,8242052,40683
4862,8085454,40690
4863,8344916,40697
4864,8454492,40703
4865,8461564,40716
4866,8341087,40728
4867,8451125,40740
4868,8474010,40751
4869,8240681,40763
4870,8394860,40774
4871,8253304,40785
4872,9454079,40795
4873,8854740,40807
4874,13966721,40818
4875,9111625,40829
4876,9397458,40839
4877,10035827,40850
4878,8632097,40860
4879,8765375,40870
4880,8608104,40879
4881,8537170,40891
4882,8360225,40902
4883,8367228,40913
4884,8373550,40923
4885,8483889,40934
4886,8077777,40944
4887,8975275,40954
4888,6708727,40963
4889,6732573,40974
4890,6711847,40984
4891,7716320,40994
4892,10174760,41003
4893,9699008,41013
4894,8558746,41022
4895,9258326,41031
4896,9289350,41039
4897,8857794,41051
4898,8877855,41062
4899,10418105,41073
4900,10395304,41083
4901,9106873,41094
4902,8715782,41104
4903,8731053,41114
4904,8783475,41123
4905,8648574,41134
4906,8784442,41144
4907,8672129,41154
4908,8692439,41163
4909,8706446,41173
4910,8443129,41182
4911,8634938,41191
4912,9711566,41199
4913,10852029,41210
4914,8461506,41220
4915,8664837,41230
4916,8607116,41239
4917,9003819,41249
4918,9004973,41258
4919,8971938,41267
4920,8481099,41275
4921,11151740,41285
4922,8710113,41294
4923,8625986,41303
4924,8296099,41311
4925,8601408,41320
4926,9966134,41328
4927,10553225,41336
4928,10649974,41343
4929,8828168,41355
4930,8574148,41366
4931,8823919,41377
4932,10568753,41387
4933,10926027,41398
4934,8998375,41408
4935,9028065,41418
4936,8338869,41427
4937,7264536,41438
4938,7108136,41448
4939,8372042,41458
4940,9008441,41467
4941,8606692,41477
4942,9060017,41486
4943,10193854,41495
4944,10084846,41503
4945,9217779,41514
4946,11223407,41524
4947,9588426,41534
4948,11421620,41543
4949,10915515,41553
4950,9738980,41562
4951,8971496,41571
4952,9018936,41579
4953,9056474,41589
4954,9070279,41598
4955,10769494,41607
4956,9448059,41615
4957,9963880,41624
4958,9852835,41632
4959,9352612,41640
4960,8994090,41647
4961,9291656,41658
4962,10598122,41668
4963,11660752,41678
4964,10891786,41687
4965,9802836,41697
4966,9586986,41706
4967,9312251,41715
4968,9909566,41723
4969,10738041,41733
4970,9304395,41742
4971,11020195,41751
4972,11646791,41759
4973,11351739,41768
4974,11291589,41776
4975,11327305,41784
4976,11233824,41791
4977,11093666,41801
4978,11780139,41810
4979,7683426,41819
4980,9112481,41827
4981,11059279,41836
4982,12668864,41844
4983,9354453,41852
4984,9429608,41859
4985,10078365,41868
4986,9290790,41876
4987,10206964,41884
4988,10499774,41891
4989,9465496,41899
4990,9418760,41906
4991,9283742,41913
4992,9039913,41919
4993,9827566,41931
4994,8735468,41942
4995,8918193,41953
4996,9996054,41963
4997,10377265,41974
4998,10690714,41984
4999,10274589,41994
