sampleSize,timing,keycomp
4211000,1660810370,201466932
4216000,1632047564,201939130
4221000,1648390255,202243122
4226000,1615614119,202699840
4231000,1599690044,203119652
4236000,1651302581,203573102
4241000,1663412948,203955100
4246000,1620860140,204311676
4251000,1629848979,204663268
4256000,1716239670,205093750
4261000,1766710019,205539087
4266000,1669867226,205921644
4271000,1790586173,206372576
4276000,1797013686,206779552
4281000,1714607024,207164797
4286000,1738994800,207539409
4291000,1691291306,208015134
4296000,1741385683,208396885
4301000,1656979501,208750259
4306000,1699008609,209158699
4311000,1693122850,209636448
4316000,1738382992,209955494
4321000,1760957130,210363105
4326000,1672733801,210841620
4331000,1705177046,211293649
4336000,1749779036,211633453
4341000,1683098952,211987641
4346000,1713379281,212531935
4351000,1705124009,212848593
4356000,1814126215,213252342
4361000,1692480718,213648866
4366000,1704652723,214074127
4371000,1658394149,214541830
4376000,1794493154,214867781
4381000,1826208342,215336332
4386000,2009939848,215705738
4391000,2041930282,216121396
4396000,2049168599,216534484
4401000,1760496222,217021417
4406000,1690138271,217452045
4411000,1705066442,217738975
4416000,1796099761,218215412
4421000,1657406149,218669832
4426000,1634259904,219045424
4431000,1929626802,219484468
4436000,1898604490,219973200
4441000,1915710878,220265571
4446000,1686536570,220693138
4451000,1913616139,221114938
4456000,1816341507,221507966
4461000,1754114937,221953196
4466000,1936245896,222355622
4471000,1957288337,222826782
4476000,1805029568,223242484
4481000,2191131723,223652072
4486000,1993008729,224103248
4491000,1800638933,224501297
4496000,1697414057,224927231
4501000,1668399468,225293522
4506000,1741167568,225763623
4511000,1603984459,226256319
4516000,2148803940,226652166
4521000,2187284259,227065702
4526000,1846995086,227347732
4531000,1779214204,227910706
4536000,1789060791,228257528
4541000,1943021697,228752713
4546000,1905149178,229094846
4551000,1761179684,229636750
4556000,1925801835,230051345
4561000,1738122659,230390289
4566000,1757152975,230906578
4571000,1900213495,231229894
4576000,1772653575,231746542
4581000,1856840049,232190594
4586000,1808862627,232612708
4591000,1848183164,233035797
4596000,1868839301,233465691
4601000,2054108055,233976094
4606000,1807492145,234326322
4611000,1808679170,234737595
4616000,2071076005,235200764
4621000,2299919227,235540546
4626000,2093072300,235996686
4631000,1941891362,236492442
4636000,1990014729,236787345
4641000,2089054392,237296532
4646000,2091708157,237712299
4651000,1953998045,238204834
4656000,2026999620,238678953
4661000,2086807782,239045250
4666000,2156448852,239446817
4671000,2141291183,239972402
4676000,2215434952,240368445
4681000,2014098466,240841019
4686000,1819134063,241118268
4691000,1861726072,241672470
4696000,1899690972,242029756
4701000,2141481695,242452360
4706000,2119768152,243027892
4711000,2126476284,243432508
4716000,1995733061,243835158
4721000,2301288569,244271754
4726000,2115554865,244693295
4731000,1891652585,245172901
4736000,1855325031,245522012
4741000,1828672431,246127562
4746000,1830909920,246500616
4751000,2102603810,246884712
4756000,1807373681,247421577
4761000,1948270314,247853701
4766000,2162969160,248265418
4771000,1995889233,248779516
4776000,1994180186,249089545
4781000,1897572182,249575242
4786000,1874555540,250030745
4791000,1901770358,250445705
4796000,1916286291,250861057
4801000,1857005239,251419149
4806000,1868219829,251685216
4811000,1896983598,252308029
4816000,1978130327,252643631
4821000,1880063112,253086376
4826000,1979298863,253583715
4831000,2009074260,254076711
4836000,1912438756,254477777
4841000,1993622621,254949287
4846000,1889296744,255367319
4851000,1916246843,255735271
4856000,1904886476,256298128
4861000,1973287330,256703081
4866000,1938965503,257139565
4871000,2011406154,257667823
4876000,1960098159,258069408
4881000,1914706570,258497220
4886000,1973549962,259007547
4891000,1937869987,259472699
4896000,1942515148,259853613
4901000,1909367801,260297873
4906000,2041622564,260888713
4911000,1960479417,261189050
4916000,1893523603,261808963
4921000,2042281303,262119226
4926000,1969344241,262664503
4931000,2077811287,262986093
4936000,2141792528,263505054
4941000,2142355334,263921598
4946000,2091478651,264391221
4951000,1975705860,264881300
4956000,2012672102,265238662
4961000,2029203677,265858502
4966000,1937921324,266375566
4971000,1953196978,266731124
4976000,1931253813,267069317
4981000,2280981757,267637724
4986000,1924005142,268136181
4991000,1993919139,268678936
4996000,1954221201,268972113
5001000,1966415265,269413364
5006000,1981749338,270037275
5011000,1962356801,270488212
5016000,1965330696,270859349
5021000,1961151804,271234441
5026000,2075558276,271852193
5031000,2039237649,272382116
5036000,2047030969,272669038
5041000,2076085727,273041203
5046000,2025806550,273574717
5051000,1993931989,274111390
5056000,2191591168,274478082
5061000,2116504337,275089270
5066000,2018685343,275423596
5071000,2027881273,275937639
5076000,2012725977,276328648
5081000,1996018459,276705668
5086000,2027403485,277449296
5091000,2166584421,277875059
5096000,2150541665,278227554
5101000,2182492508,278786260
5106000,2038187141,279232729
5111000,2045750992,279633453
5116000,2040065952,280153210
5121000,2069480329,280672909
5126000,2287882186,281158190
5131000,2090302788,281533581
5136000,2045951234,282001121
5141000,2013885278,282467313
5146000,2221523498,283038035
5151000,2075843504,283405369
5156000,2095242215,283899482
5161000,2031417346,284448264
5166000,2102544461,284837399
5171000,2399176065,285182472
5176000,2512250402,285807137
5181000,2478977375,286286811
5186000,2549052854,286834495
5191000,2569861054,287200215
5196000,2494217967,287796961
5201000,2421047507,288138384
5206000,2426878108,288647875
5211000,2291861319,289160497
5216000,2355697811,289625035
5221000,2195220617,290060198
5226000,2274533728,290511963
5231000,2222184444,290935350
5236000,2222240237,291484129
5241000,2351156841,292023387
5246000,2271602982,292395166
5251000,2195137389,292962784
